timestep,policy_loss,value_loss,entropy_loss,clip_fraction,approx_kl,learning_rate
1024,-0.009941794902260881,3.085438968613744,-0.6838275035843253,0.053955078125,0.009436574182473123,9.989754098360657e-05
2048,-0.0005827226923429407,3.787334334105253,-0.6844943938776851,0.003662109375,0.001137181512604002,9.979508196721312e-05
3072,-0.0020441587330424227,585646.1436994933,-0.6895563881844282,0.050537109375,0.004829813493415713,9.969262295081968e-05
4096,-0.0037753070500912145,2.245442658662796,-0.687874143011868,0.0185546875,0.0031743541767355055,9.959016393442624e-05
5120,-0.007600498436659109,1.0243769437074661,-0.6584857245907187,0.090087890625,0.007549452428065706,9.948770491803279e-05
6144,-0.011452768696472049,0.5747889610938728,-0.6070189047604799,0.096923828125,0.00850146368611604,9.938524590163934e-05
7168,-0.013605461885163095,0.3977019542362541,-0.5308805787935853,0.115234375,0.011687387086567469,9.92827868852459e-05
8192,-0.010857731998839881,0.3877571909688413,-0.4635458532720804,0.06396484375,0.007596442381327506,9.918032786885247e-05
9216,-0.014101881955866702,0.3627588441595435,-0.416134434286505,0.064208984375,0.0046483632031595334,9.907786885245903e-05
10240,-0.01247282420808915,0.2583268864545971,-0.36935190530493855,0.06298828125,0.006037161801941693,9.897540983606558e-05
11264,-0.009744798764586449,0.22688815649598837,-0.37110917922109365,0.05029296875,0.005400053167250007,9.887295081967214e-05
12288,-0.008807832491584122,0.15460120257921517,-0.3570453682914376,0.03564453125,0.0031191103262244724,9.87704918032787e-05
13312,-0.013418308823020197,0.22696971043478698,-0.34797895001247525,0.066162109375,0.006871551631775219,9.866803278688525e-05
14336,-0.013019875841564499,0.16879926866386086,-0.35573756601661444,0.047607421875,0.004083169194927905,9.85655737704918e-05
15360,-0.011992139719950501,0.21793340612202883,-0.33268148312345147,0.052978515625,0.00410637791355839,9.846311475409836e-05
16384,-0.012592475162819028,0.20939337788149714,-0.3162832297384739,0.05859375,0.005259551522613037,9.836065573770493e-05
17408,-0.015971577187883668,0.17424758325796574,-0.30161477206274867,0.07958984375,0.0059305631220922805,9.825819672131148e-05
18432,-0.013436826346151065,0.16770734207239002,-0.29043066734448075,0.05224609375,0.00395103741902858,9.815573770491804e-05
19456,-0.016647998825646937,0.16824273380916566,-0.2943665375933051,0.064208984375,0.005011074754293077,9.80532786885246e-05
20480,-0.01068609320645919,0.1563225999707356,-0.2815845359582454,0.04931640625,0.003282782308815513,9.795081967213115e-05
21504,-0.012296891669393517,0.1327229281887412,-0.2349409069865942,0.05615234375,0.005019786251068581,9.784836065573771e-05
22528,-0.002785019954899326,0.07166684896219522,-0.2764013400301337,0.05322265625,0.004817994144104887,9.774590163934426e-05
23552,-0.012541165415314026,0.07147593301488087,-0.2779401515144855,0.05126953125,0.0038865983951836824,9.764344262295082e-05
24576,-0.009307244312367402,0.060899256059201434,-0.29181157192215323,0.038818359375,0.0036462789576034993,9.754098360655737e-05
25600,-0.010288460107403807,0.045026085048448294,-0.3034983759280294,0.048828125,0.0035640836431412026,9.743852459016394e-05
26624,-0.00854112481829361,0.06689209374599159,-0.2681709479074925,0.060791015625,0.00523057252576109,9.73360655737705e-05
27648,-0.008189240390493069,0.09205145802116022,-0.2615035467315465,0.04736328125,0.0038527133510797285,9.723360655737706e-05
28672,-0.007432974911353085,0.08264882350340486,-0.2797301469836384,0.05224609375,0.004354969183623325,9.713114754098361e-05
29696,-0.014521002100082114,0.11862294108141214,-0.29499188903719187,0.08056640625,0.007566661006421782,9.702868852459017e-05
30720,-0.006504878547275439,0.1053847938310355,-0.2663740450516343,0.049560546875,0.004198285583697725,9.692622950819674e-05
31744,-0.015380718497908674,0.0786582434666343,-0.23267286107875407,0.06640625,0.005717846033803653,9.682377049180328e-05
32768,-0.015956528368405998,0.12814839277416468,-0.2605297521222383,0.07373046875,0.00680559100874234,9.672131147540983e-05
33792,-0.007310005712497514,0.11036119394702837,-0.2384824282489717,0.035888671875,0.00288645156979328,9.66188524590164e-05
34816,-0.008295283711049706,0.08246081543620676,-0.20420830859802663,0.041748046875,0.00327887757885037,9.651639344262296e-05
