timestep,policy_loss,value_loss,entropy_loss,clip_fraction,approx_kl,learning_rate
1024,0.00039298844058066607,5.376609742641449,-0.6929959803819656,0.0,9.865011088550091e-05,9.989754098360657e-05
2048,-7.300882134586573e-05,4.488799750804901,-0.6924757286906242,0.0,8.595362305641174e-05,9.979508196721312e-05
3072,0.0004474761663004756,3.9591804146766663,-0.6913557723164558,0.0,3.417738480493426e-05,9.969262295081968e-05
4096,0.00012641423381865025,3.2877237796783447,-0.6912229359149933,0.0,7.980503141880035e-06,9.959016393442624e-05
5120,-0.0010381138417869806,2.484187126159668,-0.6894102245569229,0.0,0.00015822751447558403,9.948770491803279e-05
6144,0.0013008217792958021,2.4211259186267853,-0.6840612962841988,0.0009765625,0.00036376886419020593,9.938524590163934e-05
7168,-0.0006948900991119444,1.7048060446977615,-0.6851658150553703,0.0,0.00016302173025906086,9.92827868852459e-05
8192,0.00018344586715102196,1.1677692979574203,-0.6881539300084114,0.0,7.647142047062516e-05,9.918032786885247e-05
9216,-0.0012937398860231042,0.8473856374621391,-0.6830615922808647,0.0,0.0005002496473025531,9.907786885245903e-05
10240,-0.0011776983737945557,0.5390747673809528,-0.6735555678606033,0.0,0.000799179048044607,9.897540983606558e-05
11264,-0.0024002729915082455,0.2121580820530653,-0.658592589199543,0.0,0.0005145382892806083,9.887295081967214e-05
12288,-0.0073106540367007256,0.3096656855195761,-0.635479249060154,0.0,0.0014489786990452558,9.87704918032787e-05
13312,-0.006388292706105858,0.5166779831051826,-0.590929701924324,0.001953125,0.0017284089408349246,9.866803278688525e-05
14336,-0.0039279533084481955,0.48203669488430023,-0.5426224991679192,0.001953125,0.001147946051787585,9.85655737704918e-05
15360,-0.002386966807534918,0.6534868963062763,-0.4990304000675678,0.0,0.0004095799522474408,9.846311475409836e-05
16384,-0.003493686148431152,0.4498388506472111,-0.47155239433050156,0.0,0.00039260686025954783,9.836065573770493e-05
17408,-0.0023687469074502587,0.540616050362587,-0.42934828624129295,0.0,0.0004540233057923615,9.825819672131148e-05
18432,-0.0028460179455578327,0.41008196771144867,-0.4043945446610451,0.0009765625,0.00043113873107358813,9.815573770491804e-05
19456,-0.0018619518377818167,0.18859736621379852,-0.3585120439529419,0.0029296875,0.000562294851988554,9.80532786885246e-05
20480,-0.002130968146957457,0.2064147535711527,-0.3267608731985092,0.0029296875,0.00046399913844652474,9.795081967213115e-05
21504,-0.0016300121205858886,0.2946356553584337,-0.2981692962348461,0.0,0.00017895724158734083,9.784836065573771e-05
22528,-0.0012731532333418727,0.2602880783379078,-0.28811948746442795,0.0,0.00013767872587777674,9.774590163934426e-05
23552,-1.7139827832579613e-05,0.30323901027441025,-0.27800748869776726,0.0,0.00020108892931602895,9.764344262295082e-05
24576,-0.0002047618618234992,0.3447825890034437,-0.2717493027448654,0.0,4.550459561869502e-05,9.754098360655737e-05
25600,-0.003015575115568936,0.28718659095466137,-0.25272467359900475,0.0029296875,0.0005197212158236653,9.743852459016394e-05
26624,-0.0017150528728961945,0.36112789809703827,-0.22218973375856876,0.0009765625,0.00024016047245822847,9.73360655737705e-05
27648,-0.0004356084973551333,0.4181533195078373,-0.22010071203112602,0.0,0.00010430256952531636,9.723360655737706e-05
28672,-0.0005368392448872328,0.35863472521305084,-0.22254629619419575,0.0,9.568879613652825e-05,9.713114754098361e-05
29696,0.00014305487275123596,0.328119158744812,-0.23004288040101528,0.0,5.818679346702993e-05,9.702868852459017e-05
30720,-0.0005108288023620844,0.3350824359804392,-0.2475962359458208,0.0,7.933710003271699e-05,9.692622950819674e-05
31744,0.0003502696054056287,0.30512646213173866,-0.2418708298355341,0.0,7.598093361593783e-05,9.682377049180328e-05
32768,-0.0008936441736295819,0.39417747780680656,-0.20425964519381523,0.0,0.0001380867906846106,9.672131147540983e-05
33792,-0.0004438059404492378,0.313859723508358,-0.22663063183426857,0.0,1.987462746910751e-05,9.66188524590164e-05
34816,-0.0004777561407536268,0.32033979520201683,-0.23071865737438202,0.0009765625,6.035398109816015e-05,9.651639344262296e-05
35840,-0.0010618867818266153,0.3050595112144947,-0.19799922592937946,0.0009765625,0.00010253587970510125,9.641393442622951e-05
36864,-0.0007865797961130738,0.3527713343501091,-0.21796917915344238,0.0,1.889572013169527e-05,9.631147540983607e-05
37888,-0.0009655673056840897,0.23971400037407875,-0.2042526677250862,0.0,7.825379725545645e-05,9.620901639344263e-05
38912,-0.0009269589791074395,0.3140081875026226,-0.21794509142637253,0.0,9.72458510659635e-05,9.610655737704918e-05
39936,-0.0005777989572379738,0.2742247823625803,-0.19366316311061382,0.0009765625,0.0001310545194428414,9.600409836065573e-05
40960,-0.0020182642620056868,0.30979997105896473,-0.23315159417688847,0.001953125,0.0001747916976455599,9.59016393442623e-05
