timestep,episode,reward,length
1,0,-8.099999999999998,50
1,1,-5.699999999999998,50
1,2,-7.499999999999998,50
1,3,-8.099999999999998,50
1,4,-8.099999999999998,50
1,5,-8.099999999999998,50
1,6,-8.099999999999998,50
1,7,-8.099999999999998,50
1,8,-8.099999999999998,50
1,9,-6.299999999999999,50
1,10,-7.499999999999998,50
1,11,-6.899999999999999,50
1,12,-7.499999999999998,50
1,13,-6.899999999999999,50
1,14,-8.099999999999998,50
1,15,-6.299999999999999,50
1,16,-7.499999999999998,50
1,17,-8.099999999999998,50
1,18,-8.099999999999998,50
1,19,-7.499999999999998,50
2,20,-8.7,50
2,21,-7.499999999999998,50
2,22,-7.499999999999998,50
2,23,-8.099999999999998,50
2,24,-8.099999999999998,50
2,25,-8.099999999999998,50
2,26,-8.099999999999998,50
2,27,-8.7,50
2,28,-8.099999999999998,50
2,29,-7.499999999999998,50
2,30,-8.099999999999998,50
2,31,-7.499999999999998,50
2,32,-8.7,50
2,33,-8.099999999999998,50
2,34,-8.099999999999998,50
2,35,-8.7,50
2,36,-6.299999999999999,50
2,37,-6.299999999999999,50
2,38,-8.099999999999998,50
2,39,-7.499999999999998,50
3,40,-5.699999999999998,50
3,41,-7.499999999999998,50
3,42,-6.899999999999999,50
3,43,-6.899999999999999,50
3,44,-8.099999999999998,50
3,45,-8.099999999999998,50
3,46,-7.499999999999998,50
3,47,-8.099999999999998,50
3,48,-8.099999999999998,50
3,49,-8.099999999999998,50
3,50,-8.099999999999998,50
3,51,-6.899999999999999,50
3,52,-6.899999999999999,50
3,53,-8.7,50
3,54,-6.899999999999999,50
3,55,-6.899999999999999,50
3,56,-6.899999999999999,50
3,57,-8.099999999999998,50
3,58,-7.499999999999998,50
3,59,-8.099999999999998,50
3,60,-7.499999999999998,50
4,61,-8.099999999999998,50
4,62,-5.699999999999998,50
4,63,-4.499999999999998,50
4,64,-6.299999999999999,50
4,65,-6.899999999999999,50
4,66,-6.299999999999999,50
4,67,-8.099999999999998,50
4,68,-6.899999999999999,50
4,69,-8.099999999999998,50
4,70,-5.699999999999998,50
4,71,-8.099999999999998,50
4,72,-7.499999999999998,50
4,73,-0.8999999999999986,50
4,74,-6.899999999999999,50
4,75,-7.499999999999998,50
4,76,-6.299999999999999,50
4,77,-7.499999999999998,50
4,78,-6.299999999999999,50
4,79,-7.499999999999998,50
4,80,-6.899999999999999,50
5,81,-1.4999999999999982,50
5,82,-6.899999999999999,50
5,83,-5.099999999999998,50
5,84,-6.299999999999999,50
5,85,-0.8999999999999986,50
5,86,-6.899999999999999,50
5,87,-5.099999999999998,50
5,88,-6.899999999999999,50
5,89,-0.8999999999999986,50
5,90,-6.299999999999999,50
5,91,-5.699999999999998,50
5,92,-2.699999999999998,50
5,93,-6.299999999999999,50
5,94,-6.899999999999999,50
5,95,-5.699999999999998,50
5,96,-0.8999999999999986,50
5,97,-5.699999999999998,50
5,98,-5.699999999999998,50
5,99,-6.899999999999999,50
5,100,-5.699999999999998,50
5,101,-5.099999999999998,50
6,102,-4.499999999999998,50
6,103,-6.299999999999999,50
6,104,-5.099999999999998,50
6,105,-0.8999999999999986,50
6,106,-0.8999999999999986,50
6,107,-6.299999999999999,50
6,108,-0.8999999999999986,50
6,109,-4.499999999999998,50
6,110,-5.699999999999998,50
6,111,-2.099999999999998,50
6,112,-0.8999999999999986,50
6,113,-6.299999999999999,50
6,114,-6.299999999999999,50
