timestep,policy_loss,value_loss,entropy_loss,clip_fraction,approx_kl,learning_rate
1024,-0.006426300293242093,3.417863681912422,-0.6842358619906008,0.0369873046875,0.009440643108973745,9.989754098360657e-05
2048,-0.008733522248803638,2.8953708903864026,-0.6476617092266679,0.146240234375,0.010804262721649138,9.979508196721312e-05
3072,-0.004831656638998538,1.3345713899470866,-0.6262184013612568,0.0513916015625,0.005241013062914135,9.969262295081968e-05
4096,-0.009569648580509238,0.8365926332771778,-0.5922364741563797,0.0989990234375,0.006486723141279072,9.959016393442624e-05
5120,-0.014850342711724807,0.41571654728613794,-0.5179624767042696,0.1309814453125,0.011402664240449667,9.948770491803279e-05
6144,-0.0005813484931422863,2497821.556171826,-0.5380513991694897,0.041259765625,0.0029207333209342323,9.938524590163934e-05
7168,-0.011601718153542606,0.3105841955402866,-0.5099148799199611,0.093505859375,0.006601856286579277,9.92827868852459e-05
8192,-0.013634327602630947,0.2467568043502979,-0.47955725411884487,0.072021484375,0.004730617125460412,9.918032786885247e-05
9216,-0.01408666644783807,0.2390639913501218,-0.42334786080755293,0.07470703125,0.006022952133207582,9.907786885245903e-05
10240,-0.021523665272979997,0.1581433444225695,-0.3926437252666801,0.0869140625,0.00578473391578882,9.897540983606558e-05
11264,-0.015619365785823902,0.13599771549343131,-0.3563961461186409,0.065185546875,0.00439708775957115,9.887295081967214e-05
12288,-0.01991571923281299,0.23698851186782122,-0.3199609324801713,0.0828857421875,0.006547585155203706,9.87704918032787e-05
13312,-0.022832790316897444,0.23467836901545525,-0.30923402262851596,0.0721435546875,0.005212135973124532,9.866803278688525e-05
14336,-0.013879911304684356,0.31928444979712367,-0.2959658179897815,0.0396728515625,0.003916246074368246,9.85655737704918e-05
15360,-0.01686128206347348,0.2450684211216867,-0.3038726089289412,0.0587158203125,0.004136498329899041,9.846311475409836e-05
16384,-0.016649552417220548,0.1897660200484097,-0.300871787709184,0.0689697265625,0.004937717745633563,9.836065573770493e-05
17408,-0.01607588779370417,0.18210415495559573,-0.29474396735895425,0.0531005859375,0.0035682644447661005,9.825819672131148e-05
18432,-0.015253865480190143,0.20196852460503578,-0.2854878139914945,0.0511474609375,0.0034299213948543184,9.815573770491804e-05
19456,-0.011110121751698898,0.16787749965442345,-0.2435173043049872,0.070556640625,0.005133926213602535,9.80532786885246e-05
20480,-0.013248407714854693,0.10886324231978506,-0.28192694124300033,0.0628662109375,0.004634391105355462,9.795081967213115e-05
21504,-0.01429235976866039,0.06985048181377351,-0.27713347948156297,0.0552978515625,0.0052307073783595115,9.784836065573771e-05
22528,-0.008705354575795354,0.07103540597017854,-0.26704761025030166,0.03955078125,0.0035098424450552557,9.774590163934426e-05
23552,-0.01883411990274908,0.0879475204856135,-0.28373263496905565,0.08056640625,0.005835545154695865,9.764344262295082e-05
24576,-0.019818950291664805,0.06342093562125228,-0.2970618521794677,0.0728759765625,0.006738564839906758,9.754098360655737e-05
25600,-0.01777642240995192,0.08082954547717236,-0.25894402514677495,0.0665283203125,0.006225579796591774,9.743852459016394e-05
26624,-0.018320520041015698,0.024107142377033597,-0.3047727592056617,0.0850830078125,0.005977737255307147,9.73360655737705e-05
27648,-0.01409528616204625,0.03867764232563786,-0.24332730227615684,0.065673828125,0.006334025838441448,9.723360655737706e-05
28672,-0.014789914839639096,0.045062630175380036,-0.2747860458912328,0.0626220703125,0.005934080636507133,9.713114754098361e-05
29696,-0.012842021449614549,0.05614894034806639,-0.2409254218218848,0.0596923828125,0.004968290726537816,9.702868852459017e-05
30720,-0.01390373551112134,0.0520524647727143,-0.24137474957387894,0.0582275390625,0.004735337683086982,9.692622950819674e-05
31744,-0.009347676612378564,0.0378292444802355,-0.2704394982429221,0.079345703125,0.007046431503113126,9.682377049180328e-05
32768,-0.017516568092105445,0.09688612195895985,-0.24161881324835122,0.0631103515625,0.004838859633309767,9.672131147540983e-05
33792,-0.016011690357117914,0.0643339599337196,-0.24417062755674124,0.0565185546875,0.004973957442416577,9.66188524590164e-05
34816,-0.016061011498095468,0.08856788778211921,-0.28176165267359465,0.0582275390625,0.007518035999964923,9.651639344262296e-05
35840,-0.007277224543940974,0.25180211319820955,-0.266851271269843,0.06591796875,0.00754721828707261,9.641393442622951e-05
36864,-0.009394204207637813,0.17689374723704532,-0.27533611725084484,0.0458984375,0.0037547270985669456,9.631147540983607e-05
37888,-0.014799972974287812,0.2227468539495021,-0.2685788484523073,0.061767578125,0.005485567118739709,9.620901639344263e-05
38912,-0.011119994895125274,0.16380738245788962,-0.2788748722523451,0.0721435546875,0.006475056456110906,9.610655737704918e-05
39936,-0.016436102501756977,0.20441758999368176,-0.29244469082914293,0.075439453125,0.00561363079759758,9.600409836065573e-05
40960,-0.016098316675197566,0.16922408604295924,-0.28808121266774833,0.0653076171875,0.005404468898632331,9.59016393442623e-05
41984,-0.017409664520528167,0.1787099915673025,-0.3024742940906435,0.080810546875,0.0061357831400528084,9.579918032786886e-05
43008,-0.013913229468016652,0.39720560936257243,-0.2856055310694501,0.08203125,0.0070019680497352965,9.56967213114754e-05
44032,-0.013893805704356055,0.19301489496137947,-0.26487676647957414,0.0709228515625,0.0052402594628802035,9.559426229508197e-05
45056,-0.0178046585242555,0.09233528759796172,-0.2796099449042231,0.083740234375,0.00953093161660945,9.549180327868853e-05
46080,-0.014721646359248552,0.11100823734886944,-0.28374288708437234,0.0792236328125,0.007244178483233554,9.53893442622951e-05
47104,-0.014619854991906323,0.15148782418691553,-0.27766538923606277,0.070556640625,0.007738206633803202,9.528688524590164e-05
48128,-0.010557749596046051,0.4316324380924925,-0.27408343832939863,0.04833984375,0.004342424814240076,9.51844262295082e-05
49152,-0.010598231088806642,0.0822349971276708,-0.2739557041786611,0.10498046875,0.008191843422537204,9.508196721311476e-05
50176,-0.009301349713496165,0.11971873804577626,-0.280888088978827,0.0743408203125,0.006856245370727265,9.497950819672132e-05
51200,-0.013878038531402126,0.14726297336164862,-0.26795905048493296,0.0584716796875,0.00563117354613496,9.487704918032787e-05
52224,-0.012236510974616976,0.142517416854389,-0.2803391971392557,0.056640625,0.0061867616859672125,9.477459016393443e-05
53248,-0.011893967021023855,0.12188454243005253,-0.24378453148528934,0.0574951171875,0.006098474648752017,9.467213114754099e-05
54272,-0.014140776904241648,0.16954123234609142,-0.25852936052251607,0.0601806640625,0.005051112686487613,9.456967213114754e-05
55296,-0.015098248222784605,0.16273698676377535,-0.26087014784570783,0.1370849609375,0.014111018437688472,9.44672131147541e-05
56320,-0.015400711556139868,0.1203871000034269,-0.27663305308669806,0.085205078125,0.009932455512171146,9.436475409836067e-05
57344,-0.01250561784763704,0.16893976280698553,-0.2741626867791638,0.0543212890625,0.005797821515443502,9.426229508196722e-05
58368,-0.012475860337872291,0.11896408305619843,-0.26253373944200575,0.0728759765625,0.007504663633881137,9.415983606557376e-05
59392,-0.012645613427594071,0.09717648517107591,-0.2630022664088756,0.0509033203125,0.004978507142368471,9.405737704918033e-05
60416,-0.012642598885577172,0.19705429847817868,-0.27452623832505196,0.0770263671875,0.007136710555641912,9.395491803278689e-05
61440,-0.011251269515923923,0.14436982714687474,-0.26166869583539665,0.046142578125,0.00514635181389167,9.385245901639344e-05
62464,-0.01145136361810728,0.07806711859302595,-0.24473945517092943,0.0574951171875,0.006505524626845727,9.375e-05
63488,-0.01020777252415428,0.1276193174708169,-0.263063240214251,0.053466796875,0.005707217405870324,9.364754098360656e-05
64512,-0.012475871793867555,0.1177404724585358,-0.2535566753940657,0.0653076171875,0.006390135455148993,9.354508196721313e-05
65536,-0.013442339597531827,0.12123267666902393,-0.2684524755459279,0.0765380859375,0.007147862132114824,9.344262295081968e-05
66560,-0.016770091322541703,0.1378057062975131,-0.2614568575518206,0.1038818359375,0.009182733712805202,9.334016393442624e-05
67584,-0.007504952598537784,1.0930390295106918,-0.33891092450357974,0.078369140625,0.006624600911891321,9.323770491803279e-05
68608,-0.01108228946759482,0.8483881957363337,-0.312627388513647,0.061279296875,0.005056313875684282,9.313524590163935e-05
69632,-0.014039339315786492,0.5329057753551751,-0.2785306836012751,0.07080078125,0.005789625098259421,9.30327868852459e-05
70656,-0.007769019842271518,0.21542087412672117,-0.25648111139889807,0.0794677734375,0.0073561865065130405,9.293032786885246e-05
