timestep,episode,reward,length
1073,0,-8.099999999999998,50
1123,1,-8.099999999999998,50
1173,2,-8.099999999999998,50
1223,3,-6.899999999999999,50
1273,4,-8.7,50
1323,5,-8.7,50
1373,6,-6.899999999999999,50
1423,7,-8.099999999999998,50
1473,8,-6.899999999999999,50
1523,9,-7.499999999999998,50
1573,10,-8.099999999999998,50
1623,11,-6.899999999999999,50
1673,12,-8.099999999999998,50
1723,13,-7.499999999999998,50
1773,14,-8.099999999999998,50
1823,15,-7.499999999999998,50
1873,16,-7.499999999999998,50
1923,17,-8.099999999999998,50
1973,18,-8.099999999999998,50
2023,19,-8.099999999999998,50
2073,20,-8.099999999999998,50
2123,21,-8.099999999999998,50
2173,22,-8.7,50
2223,23,-8.7,50
2273,24,-6.899999999999999,50
2323,25,-7.499999999999998,50
2373,26,-8.099999999999998,50
2423,27,-7.499999999999998,50
2473,28,-8.099999999999998,50
2523,29,-6.299999999999999,50
2573,30,-8.099999999999998,50
2623,31,-8.7,50
2673,32,-8.099999999999998,50
2723,33,-6.899999999999999,50
2773,34,-8.099999999999998,50
2823,35,-6.299999999999999,50
2873,36,-6.299999999999999,50
2923,37,-7.499999999999998,50
2973,38,-7.499999999999998,50
3023,39,-8.7,50
3073,40,-7.499999999999998,50
3123,41,-8.099999999999998,50
3173,42,-7.499999999999998,50
3223,43,-8.7,50
3273,44,-8.7,50
3323,45,-7.499999999999998,50
3373,46,-7.499999999999998,50
3423,47,-6.299999999999999,50
3473,48,-8.7,50
3523,49,-8.7,50
3573,50,-8.099999999999998,50
3623,51,-8.099999999999998,50
3673,52,-8.099999999999998,50
3723,53,-8.099999999999998,50
3773,54,-8.7,50
3823,55,-7.499999999999998,50
3873,56,-6.299999999999999,50
3923,57,-7.499999999999998,50
3973,58,-8.099999999999998,50
4023,59,-8.099999999999998,50
4073,60,-8.099999999999998,50
4123,61,-8.7,50
4173,62,-9.299999999999999,50
4223,63,-8.099999999999998,50
4273,64,-8.7,50
4323,65,-7.499999999999998,50
4373,66,-8.099999999999998,50
4423,67,-8.099999999999998,50
4473,68,-3.899999999999998,50
4523,69,-7.499999999999998,50
4573,70,-7.499999999999998,50
4623,71,-8.7,50
4673,72,-7.499999999999998,50
4723,73,-8.099999999999998,50
4773,74,-8.099999999999998,50
4823,75,-8.099999999999998,50
4873,76,-6.899999999999999,50
4923,77,-8.099999999999998,50
4973,78,-8.099999999999998,50
5023,79,-8.099999999999998,50
5073,80,-7.499999999999998,50
5123,81,-8.099999999999998,50
5173,82,-6.899999999999999,50
5223,83,-7.499999999999998,50
5273,84,-8.099999999999998,50
5323,85,-8.099999999999998,50
5373,86,-6.299999999999999,50
5423,87,-8.099999999999998,50
5473,88,-7.499999999999998,50
5523,89,-5.099999999999998,50
5573,90,-6.299999999999999,50
5623,91,-6.899999999999999,50
5673,92,-7.499999999999998,50
5723,93,-7.499999999999998,50
5773,94,-8.7,50
5823,95,-8.099999999999998,50
5873,96,-8.099999999999998,50
5923,97,-7.499999999999998,50
5973,98,-8.099999999999998,50
6023,99,-5.699999999999998,50
6073,100,-8.7,50
6123,101,-6.899999999999999,50
6173,102,-8.099999999999998,50
6223,103,-8.099999999999998,50
6273,104,-6.899999999999999,50
6323,105,-6.299999999999999,50
6373,106,-6.899999999999999,50
6423,107,-7.499999999999998,50
6473,108,-8.099999999999998,50
6523,109,-7.499999999999998,50
6573,110,-8.099999999999998,50
6623,111,-8.7,50
6673,112,-7.499999999999998,50
6723,113,-8.099999999999998,50
6773,114,-8.099999999999998,50
6823,115,-5.699999999999998,50
6873,116,-8.099999999999998,50
6923,117,-7.499999999999998,50
6973,118,-6.299999999999999,50
7023,119,-8.099999999999998,50
7073,120,-6.299999999999999,50
7123,121,-7.499999999999998,50
7173,122,-8.099999999999998,50
7223,123,-5.699999999999998,50
7273,124,-6.899999999999999,50
7323,125,-2.699999999999998,50
7373,126,-5.699999999999998,50
7423,127,-8.099999999999998,50
7473,128,-4.499999999999998,50
7523,129,-6.899999999999999,50
7573,130,-4.499999999999998,50
7623,131,-6.899999999999999,50
7673,132,-4.499999999999998,50
7723,133,-7.499999999999998,50
7773,134,-7.499999999999998,50
7823,135,-8.099999999999998,50
7873,136,-8.099999999999998,50
7923,137,-8.099999999999998,50
7973,138,-6.899999999999999,50
8023,139,-6.299999999999999,50
8073,140,-5.099999999999998,50
8123,141,-7.499999999999998,50
8173,142,-8.099999999999998,50
8223,143,-7.499999999999998,50
8273,144,-6.299999999999999,50
8323,145,-6.299999999999999,50
8373,146,-6.899999999999999,50
8423,147,-5.099999999999998,50
8473,148,-1.4999999999999982,50
8523,149,-6.299999999999999,50
8573,150,-5.699999999999998,50
8623,151,-5.099999999999998,50
8673,152,-5.699999999999998,50
8723,153,-5.699999999999998,50
8773,154,-4.499999999999998,50
8823,155,-5.699999999999998,50
8873,156,-5.699999999999998,50
8923,157,-3.299999999999998,50
8973,158,-6.899999999999999,50
9023,159,-6.299999999999999,50
9073,160,-7.499999999999998,50
9123,161,-6.899999999999999,50
9173,162,-0.8999999999999986,50
9223,163,-0.8999999999999986,50
9273,164,-3.899999999999998,50
9323,165,-3.899999999999998,50
9373,166,-1.4999999999999982,50
9423,167,-5.099999999999998,50
9473,168,-4.499999999999998,50
9523,169,-0.8999999999999986,50
9573,170,-5.099999999999998,50
9623,171,-2.699999999999998,50
9673,172,-3.899999999999998,50
9723,173,-5.699999999999998,50
9773,174,-6.899999999999999,50
9823,175,-0.8999999999999986,50
9873,176,-3.299999999999998,50
9923,177,-6.299999999999999,50
9973,178,-0.8999999999999986,50
10023,179,-0.8999999999999986,50
10073,180,-3.299999999999998,50
10123,181,0.9000000000000004,50
10173,182,-0.8999999999999986,50
10223,183,-0.8999999999999986,50
10273,184,-3.899999999999998,50
10323,185,-0.8999999999999986,50
10373,186,-0.8999999999999986,50
10423,187,-0.8999999999999986,50
10473,188,-5.099999999999998,50
10523,189,-3.899999999999998,50
10573,190,-4.499999999999998,50
10623,191,-0.8999999999999986,50
10673,192,-0.8999999999999986,50
10723,193,-0.8999999999999986,50
10773,194,-0.8999999999999986,50
10823,195,-2.099999999999998,50
10873,196,-0.8999999999999986,50
10923,197,-0.8999999999999986,50
10973,198,-4.499999999999998,50
11023,199,-3.299999999999998,50
11073,200,-4.499999999999998,50
11123,201,-0.8999999999999986,50
11173,202,-5.099999999999998,50
11223,203,-6.299999999999999,50
11273,204,-0.8999999999999986,50
11323,205,-3.899999999999998,50
11373,206,-0.29999999999999893,50
11423,207,-0.8999999999999986,50
11473,208,-3.899999999999998,50
11528,209,-0.9999999999999987,55
11578,210,-0.8999999999999986,50
11632,211,-0.4999999999999982,54
11682,212,-4.499999999999998,50
11732,213,-0.8999999999999986,50
11782,214,-2.699999999999998,50
11832,215,-0.8999999999999986,50
11882,216,-0.8999999999999986,50
11932,217,-2.699999999999998,50
11982,218,-2.099999999999998,50
12032,219,-0.8999999999999986,50
12082,220,-0.8999999999999986,50
12140,221,-2.4999999999999987,58
12190,222,-3.899999999999998,50
12240,223,-3.899999999999998,50
12290,224,-0.8999999999999986,50
12340,225,-0.8999999999999986,50
12397,226,-1.9999999999999987,57
12447,227,-0.29999999999999893,50
12497,228,-0.8999999999999986,50
12547,229,-3.299999999999998,50
12597,230,-0.8999999999999986,50
12647,231,-0.8999999999999986,50
12697,232,-0.8999999999999986,50
12747,233,-0.8999999999999986,50
12797,234,-0.8999999999999986,50
12847,235,-0.8999999999999986,50
12897,236,-0.8999999999999986,50
12947,237,-0.8999999999999986,50
13001,238,1.299999999999999,54
13051,239,-0.8999999999999986,50
13110,240,-5.399999999999999,59
13167,241,-1.9999999999999987,57
13217,242,-0.8999999999999986,50
13267,243,-0.8999999999999986,50
13317,244,-0.8999999999999986,50
13367,245,-0.8999999999999986,50
13417,246,-0.8999999999999986,50
13467,247,-0.8999999999999986,50
13518,248,1.0000000000000018,51
13568,249,-0.8999999999999986,50
13618,250,-0.8999999999999986,50
13668,251,-0.8999999999999986,50
13718,252,-0.8999999999999986,50
13768,253,-0.8999999999999986,50
13818,254,-0.8999999999999986,50
13868,255,-0.8999999999999986,50
13938,256,-2.1999999999999984,70
13988,257,-0.8999999999999986,50
14038,258,-0.8999999999999986,50
14088,259,0.9000000000000004,50
14138,260,-0.8999999999999986,50
14188,261,0.3000000000000007,50
14238,262,-0.8999999999999986,50
14288,263,-0.8999999999999986,50
14338,264,2.1000000000000014,50
14388,265,-0.8999999999999986,50
14438,266,-0.8999999999999986,50
14488,267,-0.8999999999999986,50
14538,268,-0.8999999999999986,50
14588,269,-0.8999999999999986,50
14674,270,-1.7999999999999985,86
14724,271,-0.8999999999999986,50
14774,272,-0.8999999999999986,50
14824,273,2.1000000000000014,50
14874,274,2.6999999999999993,50
14924,275,-0.8999999999999986,50
14974,276,-6.299999999999999,50
15028,277,0.7000000000000015,54
15078,278,-0.8999999999999986,50
15128,279,-0.8999999999999986,50
15178,280,-1.4999999999999982,50
15228,281,-0.8999999999999986,50
15278,282,-0.8999999999999986,50
15328,283,-0.8999999999999986,50
15378,284,-0.8999999999999986,50
15428,285,-0.8999999999999986,50
15481,286,2.3999999999999986,53
15540,287,-2.9999999999999982,59
15595,288,1.4000000000000021,55
15645,289,-0.8999999999999986,50
15702,290,-1.3999999999999981,57
15755,291,0.6000000000000019,53
15796,292,1.800000000000002,41
15846,293,-0.8999999999999986,50
15932,294,-3.6000000000000005,86
15982,295,-0.8999999999999986,50
16032,296,-0.8999999999999986,50
16082,297,0.9000000000000004,50
16132,298,-0.8999999999999986,50
16182,299,-0.8999999999999986,50
16232,300,-0.8999999999999986,50
16282,301,-0.8999999999999986,50
16332,302,-1.4999999999999982,50
16384,303,2.8999999999999986,52
16434,304,-0.8999999999999986,50
16484,305,0.9000000000000004,50
16534,306,-0.29999999999999893,50
16620,307,1.1999999999999904,86
16670,308,-0.8999999999999986,50
16720,309,-0.8999999999999986,50
16770,310,-0.8999999999999986,50
16820,311,-0.8999999999999986,50
16870,312,2.0999999999999996,50
16920,313,-0.8999999999999986,50
16970,314,-0.8999999999999986,50
17020,315,-0.8999999999999986,50
17070,316,-0.8999999999999986,50
17120,317,-0.8999999999999986,50
17185,318,-1.4999999999999987,65
17235,319,-0.8999999999999986,50
17285,320,2.0999999999999996,50
17335,321,-0.8999999999999986,50
17385,322,0.3000000000000007,50
17435,323,-0.8999999999999986,50
17485,324,-0.8999999999999986,50
17538,325,2.3999999999999986,53
17573,326,1.2000000000000015,35
17623,327,-0.8999999999999986,50
17673,328,-0.8999999999999986,50
17723,329,-0.8999999999999986,50
17773,330,-0.8999999999999986,50
17823,331,0.9000000000000004,50
17893,332,-0.9999999999999981,70
17943,333,-0.8999999999999986,50
17993,334,-0.8999999999999986,50
18044,335,2.1999999999999993,51
18094,336,-0.8999999999999986,50
18180,337,-4.199999999999999,86
18230,338,-0.8999999999999986,50
18280,339,-0.8999999999999986,50
18330,340,-0.8999999999999986,50
18380,341,-2.099999999999998,50
18436,342,1.5000000000000009,56
18486,343,1.5,50
18546,344,-2.8999999999999986,60
18596,345,-0.8999999999999986,50
18654,346,-2.4999999999999987,58
18704,347,-0.8999999999999986,50
18754,348,0.9000000000000004,50
18804,349,0.3000000000000007,50
18856,350,1.1000000000000019,52
18906,351,-0.8999999999999986,50
18956,352,-0.8999999999999986,50
19006,353,-0.8999999999999986,50
19056,354,-0.8999999999999986,50
19106,355,-0.8999999999999986,50
19156,356,-0.8999999999999986,50
19206,357,-0.8999999999999986,50
19256,358,-0.8999999999999986,50
19306,359,2.6999999999999993,50
19356,360,0.9000000000000004,50
19406,361,-0.8999999999999986,50
19467,362,3.7999999999999954,61
19517,363,-0.8999999999999986,50
19567,364,-0.8999999999999986,50
19617,365,-0.8999999999999986,50
19667,366,-0.8999999999999986,50
19722,367,-2.7999999999999985,55
19772,368,-0.8999999999999986,50
19822,369,-0.8999999999999986,50
19872,370,2.0999999999999996,50
19930,371,2.899999999999997,58
19989,372,-1.7999999999999985,59
20039,373,-0.8999999999999986,50
20089,374,-0.8999999999999986,50
20139,375,-0.8999999999999986,50
20192,376,0.6000000000000019,53
20242,377,-0.8999999999999986,50
20292,378,-0.8999999999999986,50
20378,379,-1.7999999999999972,86
20428,380,-0.8999999999999986,50
20478,381,-0.29999999999999893,50
20528,382,0.9000000000000004,50
20578,383,-0.8999999999999986,50
20635,384,-0.799999999999998,57
20685,385,-1.4999999999999978,50
20735,386,0.9000000000000004,50
20785,387,-0.8999999999999986,50
20835,388,0.9000000000000004,50
20894,389,-2.3999999999999986,59
20947,390,2.3999999999999986,53
20997,391,-0.29999999999999893,50
21047,392,0.9000000000000004,50
21097,393,0.3000000000000007,50
21147,394,-0.8999999999999986,50
21197,395,-0.29999999999999893,50
21249,396,2.8999999999999986,52
21299,397,-0.8999999999999986,50
21349,398,0.3000000000000007,50
21399,399,-0.8999999999999986,50
21460,400,-2.1999999999999997,61
21510,401,2.0999999999999996,50
21560,402,-0.29999999999999893,50
21613,403,2.3999999999999986,53
21675,404,2.399999999999999,62
21725,405,-0.8999999999999986,50
21775,406,-0.8999999999999986,50
21825,407,-0.8999999999999986,50
21875,408,0.9000000000000004,50
21961,409,-2.4000000000000004,86
22011,410,-0.8999999999999986,50
22070,411,3.599999999999996,59
22121,412,2.1999999999999993,51
22171,413,-0.8999999999999986,50
22221,414,2.6999999999999993,50
22271,415,1.5,50
22321,416,2.0999999999999996,50
22373,417,2.299999999999999,52
22439,418,0.4000000000000017,66
22489,419,2.6999999999999993,50
