timestep,episode,reward,length
1,0,-8.099999999999998,50
1,1,-8.099999999999998,50
1,2,-6.299999999999999,50
1,3,-7.499999999999998,50
1,4,-7.499999999999998,50
1,5,-6.899999999999999,50
1,6,-7.499999999999998,50
1,7,-7.499999999999998,50
1,8,-7.499999999999998,50
1,9,-8.099999999999998,50
1,10,-8.099999999999998,50
1,11,-7.499999999999998,50
1,12,-8.099999999999998,50
1,13,-6.899999999999999,50
1,14,-8.099999999999998,50
1,15,-6.899999999999999,50
1,16,-8.099999999999998,50
1,17,-8.099999999999998,50
1,18,-8.099999999999998,50
1,19,-6.899999999999999,50
2,20,-7.499999999999998,50
2,21,-7.499999999999998,50
2,22,-7.499999999999998,50
2,23,-8.099999999999998,50
2,24,-7.499999999999998,50
2,25,-6.899999999999999,50
2,26,-3.899999999999998,50
2,27,-6.299999999999999,50
2,28,-7.499999999999998,50
2,29,-5.099999999999998,50
2,30,-5.099999999999998,50
2,31,-7.499999999999998,50
2,32,-7.499999999999998,50
2,33,-7.499999999999998,50
2,34,-8.099999999999998,50
2,35,-6.899999999999999,50
2,36,-4.499999999999998,50
2,37,-3.299999999999998,50
2,38,-8.099999999999998,50
2,39,-7.499999999999998,50
3,40,-3.899999999999998,50
3,41,-4.499999999999998,50
3,42,-5.699999999999998,50
3,43,-5.699999999999998,50
3,44,-6.299999999999999,50
3,45,-0.8999999999999986,50
3,46,-7.499999999999998,50
3,47,-5.699999999999998,50
3,48,-6.899999999999999,50
3,49,-5.099999999999998,50
3,50,-3.899999999999998,50
3,51,-2.099999999999998,50
3,52,-6.299999999999999,50
3,53,-8.099999999999998,50
3,54,-7.499999999999998,50
3,55,-5.099999999999998,50
3,56,-6.299999999999999,50
3,57,-3.899999999999998,50
3,58,-6.299999999999999,50
3,59,-0.8999999999999986,50
3,60,-6.299999999999999,50
4,61,-5.699999999999998,50
4,62,-6.299999999999999,50
4,63,-4.499999999999998,50
4,64,-5.099999999999998,50
4,65,-0.8999999999999986,50
4,66,-6.899999999999999,50
4,67,-5.099999999999998,50
4,68,-0.8999999999999986,50
4,69,-6.299999999999999,50
4,70,-5.699999999999998,50
4,71,-0.29999999999999893,50
